source_id,source_name_en,source_name_ja,vendor,platform_version,application_version,application_build,observed_at,acquisition_method,official_url,distribution_url,distribution_sha256,sound_name,event_type,relative_path,sha256,duration_seconds,sample_rate_hz,channel_count,integrated_lufs,maximum_momentary_lufs,maximum_short_term_lufs,loudness_range_lu,true_peak_dbtp,sample_peak_dbfs,rms_dbfs,active_rms_dbfs,sample_crest_factor_db,true_peak_crest_factor_db,spectral_centroid_hz,peak_frequency_hz,speech_band_200_8000_hz_energy_percent,analysis_profile,ffmpeg_version,analyzed_at
macos-alert-tones,macOS alert tones,macOS通知音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/guide/mac-help/change-alert-sounds-mchlp2207/mac,,,Text-Message-Acknowledgement-QuestionMark,message,Text-Message-Acknowledgement-QuestionMark.caf,1c0643278184edebc692efc918998fe5f71cb86f9c773ab00f3b28160b4be9af,0.499524,44100,2,-20.5,-20.5,,,-6.0,-6.005,-24.105,-19.424,18.099,18.105,772.263,764.429,99.997,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:46Z
macos-alert-tones,macOS alert tones,macOS通知音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/guide/mac-help/change-alert-sounds-mchlp2207/mac,,,Text-Message-Acknowledgement-ThumbsDown,message,Text-Message-Acknowledgement-ThumbsDown.caf,f399336ad40340b981fd2f4ff66f74c8a71a9c7f34bf3c7c8ced69cfcbee0ca9,0.500068,44100,2,-26.7,-25.6,,,-12.0,-12.001,-29.553,-26.365,17.552,17.553,893.912,882.861,99.97,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:46Z
macos-alert-tones,macOS alert tones,macOS通知音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/guide/mac-help/change-alert-sounds-mchlp2207/mac,,,Text-Message-Acknowledgement-ThumbsUp,message,Text-Message-Acknowledgement-ThumbsUp.caf,d77c74ed903575a2543cc7b81ca4e3dca7fd889a83669305216b4090a8498c1d,0.496735,44100,2,-27.7,-25.3,,,-12.0,-12.012,-29.453,-25.503,17.442,17.453,1299.886,882.861,99.939,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:46Z
macos-coreaudio-events,macOS CoreAudio event sounds,macOS CoreAudioイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/macos,,,Mouse Keys OFF,ui_feedback,accessibility/Mouse Keys OFF.aif,77dad037b9bcde1fa7a1b65d5d1eeb3365143ffbbc71434bbc0c47dc720d2cbf,0.286644,44100,2,-41.5,-39.3,,,-24.1,-24.608,-44.084,-43.662,19.476,19.984,4638.36,4242.041,91.935,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:46Z
macos-coreaudio-events,macOS CoreAudio event sounds,macOS CoreAudioイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/macos,,,Mouse Keys ON,ui_feedback,accessibility/Mouse Keys ON.aif,54ad86e4ed3482d85850619021817ffcc74778e6702f87a6b52e2917789f19c6,0.301701,44100,2,-41.7,-39.3,,,-24.2,-24.608,-44.305,-43.665,19.697,20.105,4736.316,4435.84,91.614,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:46Z
macos-coreaudio-events,macOS CoreAudio event sounds,macOS CoreAudioイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/macos,,,"Slow Keys, 1st Key Pressed",ui_feedback,"accessibility/Slow Keys, 1st Key Pressed.aif",e74db3d0cf4a84c6b6e6c5e1b3590c0e86ec1a942bcd4cd582cabaf86bd582f9,0.109229,44100,2,-32.5,-32.5,,,-14.6,-14.609,-31.873,-30.521,17.264,17.273,2163.114,1798.022,95.633,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:46Z
macos-coreaudio-events,macOS CoreAudio event sounds,macOS CoreAudioイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/macos,,,"Slow Keys, Key Registered",ui_feedback,"accessibility/Slow Keys, Key Registered.aif",5053fdb3bec76b3d9515b903ad54b6e342a8426f74583287c0c468808aec625c,0.302902,44100,2,-33.7,-31.7,,,-16.6,-16.594,-35.665,-34.276,19.071,19.065,2665.655,129.199,85.783,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:46Z
macos-coreaudio-events,macOS CoreAudio event sounds,macOS CoreAudioイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/macos,,,Sticky Keys Locked,ui_feedback,accessibility/Sticky Keys Locked.aif,19d116093153c05b07a03d42e2a6bd171724a4f87a3fc838f53d280f7bd143cf,0.375011,44100,2,-35.2,-32.6,,,-17.4,-17.593,-37.757,-36.931,20.164,20.357,2925.669,2454.785,91.185,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:46Z
macos-coreaudio-events,macOS CoreAudio event sounds,macOS CoreAudioイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/macos,,,Sticky Keys MODIFER,ui_feedback,accessibility/Sticky Keys MODIFER.aif,3c2a071b53aa30dbcc8d2f9e318c792ecb0921a9b934a32d86bebad3dd015916,0.411156,44100,2,-28.3,-26.1,,,-8.5,-8.511,-31.659,-30.433,23.149,23.159,2712.399,2573.218,93.807,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:46Z
macos-coreaudio-events,macOS CoreAudio event sounds,macOS CoreAudioイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/macos,,,Sticky Keys OFF,ui_feedback,accessibility/Sticky Keys OFF.aif,b9673a5a7d392f3497852597d5945e1d8221f79db7a82f1ed3281b3dee6da6a6,0.491111,44100,2,-26.2,-24.5,,,-9.0,-8.956,-28.46,-28.269,19.505,19.46,985.828,139.966,37.822,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:46Z
macos-coreaudio-events,macOS CoreAudio event sounds,macOS CoreAudioイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/macos,,,Sticky Keys ON,ui_feedback,accessibility/Sticky Keys ON.aif,3c66f654f2cc9f07ab29c57c22a2d2807ddd537b63951fa55ebbce85ec6a337d,0.991905,44100,2,-24.8,-23.7,,,-8.7,-8.835,-32.601,-31.27,23.766,23.901,2653.925,1798.022,92.981,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:46Z
macos-coreaudio-events,macOS CoreAudio event sounds,macOS CoreAudioイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/macos,,,Sticky Keys Stuck,ui_feedback,accessibility/Sticky Keys Stuck.aif,12c202975a5b721a59f24f291efae0f67bc4535231d070199cf1a5c2201870df,0.260794,44100,2,-38.2,-38.2,,,-22.6,-22.88,-41.399,-40.029,18.519,18.799,2797.388,419.897,91.545,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:46Z
macos-coreaudio-events,macOS CoreAudio event sounds,macOS CoreAudioイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/macos,,,drag to trash,ui_feedback,dock/drag to trash.aif,5e4b73057a07e1625f75ede3358ff8c92631625f3a4a0381f1d4a5cb4f09580c,0.500583,48000,2,-33.5,-33.5,,,-10.0,-9.974,-39.556,-35.786,29.582,29.556,3353.544,351.562,88.294,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:46Z
macos-coreaudio-events,macOS CoreAudio event sounds,macOS CoreAudioイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/macos,,,poof item off dock,ui_feedback,dock/poof item off dock.aif,f8130b3846a0286aac823382072f7d280538c093b6751c1d5d45faa04e61a3d7,0.336531,44100,2,-34.6,-32.3,,,-16.0,-16.003,-34.127,-33.628,18.125,18.127,683.808,527.563,99.699,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:47Z
macos-coreaudio-events,macOS CoreAudio event sounds,macOS CoreAudioイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/macos,,,multiway_invitation,ui_feedback,facetime/multiway_invitation.caf,79f54bcd904a3032f6cfc86bf4068ade5c8eefe5c70798c62a2b26ea434be2f1,2.203084,44100,2,-16.7,-13.6,,,-2.7,-2.668,-22.474,-19.613,19.807,19.774,393.963,344.531,89.028,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:47Z
macos-coreaudio-events,macOS CoreAudio event sounds,macOS CoreAudioイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/macos,,,multiway_join,call_state,facetime/multiway_join.caf,54583e36956825fbf6c03b59023a8c13a5eb81916d607963d43e7429d00f5cb5,0.653673,44100,2,-28.1,-24.8,,,-16.2,-16.176,-29.216,-27.594,13.039,13.016,364.231,258.398,99.981,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:47Z
macos-coreaudio-events,macOS CoreAudio event sounds,macOS CoreAudioイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/macos,,,multiway_leave,call_state,facetime/multiway_leave.caf,09479555bb409b454be98a33c11e88a15862af78edba73af43143c8b1989d6e6,0.443741,44100,2,-25.8,-24.6,,,-13.7,-13.746,-27.337,-24.845,13.591,13.637,317.089,258.398,99.64,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:47Z
macos-coreaudio-events,macOS CoreAudio event sounds,macOS CoreAudioイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/macos,,,empty trash,ui_feedback,finder/empty trash.aif,575573a367cf40d241227fad9ada1154bcdfc13cb98fc22f4ec5d361a5c01c2d,0.824979,48000,2,-39.8,-37.4,,,-19.4,-19.446,-44.506,-41.373,25.06,25.106,1927.994,281.25,83.321,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:47Z
macos-coreaudio-events,macOS CoreAudio event sounds,macOS CoreAudioイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/macos,,,move to trash,ui_feedback,finder/move to trash.aif,a5a485a447ff2659a1094a9b29762541685a5c4a55b465899a8d283d276fbc9d,2.185828,44100,2,-32.8,-29.0,,,0.1,-0.612,-39.191,-38.444,38.579,39.291,4142.032,161.499,69.109,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:47Z
macos-coreaudio-events,macOS CoreAudio event sounds,macOS CoreAudioイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/macos,,,InkSoundBecomeMouse,ui_feedback,ink/InkSoundBecomeMouse.aif,6bfa241695cde8355fdbd1270c3c732e1ba6fd0c73b1f2f61685c2482d90673c,0.332698,44100,2,-46.4,-45.2,,,-20.3,-21.556,-50.607,-49.02,29.051,30.307,5341.081,4651.172,88.43,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:47Z
macos-coreaudio-events,macOS CoreAudio event sounds,macOS CoreAudioイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/macos,,,InkSoundStroke1,ui_feedback,ink/InkSoundStroke1.aif,2084e46bba6ec70b304e8b44461a4e973a2c43d20f8700f67d0d8b731ce8e417,0.519524,44100,2,-49.7,-47.5,,,-36.7,-36.673,-52.776,-52.07,16.103,16.076,2298.537,258.398,90.669,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:47Z
macos-coreaudio-events,macOS CoreAudio event sounds,macOS CoreAudioイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/macos,,,InkSoundStroke2,ui_feedback,ink/InkSoundStroke2.aif,941c06f5b05bb24dc03508d7245fbc74ae269f0974980ee16818035ae2aba1bb,0.336621,44100,2,-48.5,-46.6,,,-36.1,-36.215,-49.733,-48.798,13.517,13.633,1489.673,1152.026,96.371,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:47Z
macos-coreaudio-events,macOS CoreAudio event sounds,macOS CoreAudioイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/macos,,,InkSoundStroke3,ui_feedback,ink/InkSoundStroke3.aif,7bc8e6d2f0b14fee6b4a54125a786d27fc4842fc35e5f4b74f1ff953f88c1d58,0.759365,44100,2,-43.5,-42.0,,,-33.2,-33.343,-47.962,-47.488,14.618,14.762,1797.89,990.527,95.495,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:47Z
macos-coreaudio-events,macOS CoreAudio event sounds,macOS CoreAudioイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/macos,,,InkSoundStroke4,ui_feedback,ink/InkSoundStroke4.aif,96a630e88ebecf7df2795323c9ea4625a48068bb6a0cb4b4a5927c5102885d68,0.573968,44100,2,-45.8,-42.7,,,-32.6,-32.683,-48.496,-47.906,15.812,15.896,2971.741,1313.525,85.159,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:47Z
macos-coreaudio-events,macOS CoreAudio event sounds,macOS CoreAudioイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/macos,,,jbl_begin,ui_feedback,siri/jbl_begin.caf,d6720298624da9b0f31a0e427fc973d3f13d4947f0d0027273a1f2cdf8038c6a,1.219479,48000,2,-22.3,-20.5,,,-8.5,-8.457,-27.494,-26.127,19.037,18.994,265.612,257.812,98.789,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:47Z
macos-coreaudio-events,macOS CoreAudio event sounds,macOS CoreAudioイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/macos,,,jbl_begin_short,ui_feedback,siri/jbl_begin_short.caf,6252ced91e47624926b40d2fd359abf0e5361e04b6feca4fef204545288533a9,0.936479,48000,2,-22.7,-19.6,,,-10.7,-10.651,-25.394,-24.371,14.743,14.694,263.175,257.812,99.824,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:47Z
macos-coreaudio-events,macOS CoreAudio event sounds,macOS CoreAudioイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/macos,,,jbl_cancel,ui_feedback,siri/jbl_cancel.caf,ca03c4956f3df746e1fa4549de6040497b87db3e282a31f89fcdef25f059981d,1.960646,48000,2,-18.6,-15.9,,,-10.0,-10.0,-24.171,-21.115,14.171,14.171,156.18,128.906,18.566,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:47Z
macos-coreaudio-events,macOS CoreAudio event sounds,macOS CoreAudioイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/macos,,,jbl_confirm,completion,siri/jbl_confirm.caf,f75af3c7eab6938f2f9cf18793349c4b84146373420c68e2bc7bdd5a8f12f215,0.581771,48000,2,-26.8,-23.2,,,-7.2,-7.162,-27.106,-26.087,19.944,19.906,374.475,351.562,99.999,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:48Z
macos-coreaudio-events,macOS CoreAudio event sounds,macOS CoreAudioイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/macos,,,acknowledgment_sent,completion,system/acknowledgment_sent.caf,e29fbb3bdc6a8359f70ee8cfb13132eac00b910d00603bad938172744dbdccfe,0.285927,96000,2,-35.4,-35.4,,,-20.2,-20.25,-36.363,-30.252,16.114,16.163,586.755,562.5,99.997,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:48Z
macos-coreaudio-events,macOS CoreAudio event sounds,macOS CoreAudioイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/macos,,,begin_record,ui_feedback,system/begin_record.caf,9217e677615116679d08c8079c70f79bdd5ec557cadc956b13b53eaa2dc55edc,0.453991,44100,1,-36.5,-33.6,,,-18.0,-18.001,-34.638,-32.84,16.638,16.638,1175.237,1173.56,99.998,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:48Z
macos-coreaudio-events,macOS CoreAudio event sounds,macOS CoreAudioイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/macos,,,burn complete,completion,system/burn complete.aif,c29f806eaaddc3f9a5ceabe102fe492aa5471a68fa8ee9c4b8775cfa8d44587a,0.954127,44100,2,-21.8,-19.5,,,-11.9,-11.977,-25.509,-24.578,13.532,13.609,552.724,592.163,99.932,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:48Z
macos-coreaudio-events,macOS CoreAudio event sounds,macOS CoreAudioイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/macos,,,burn failed,error,system/burn failed.aif,c29f806eaaddc3f9a5ceabe102fe492aa5471a68fa8ee9c4b8775cfa8d44587a,0.954127,44100,2,-21.8,-19.5,,,-11.9,-11.977,-25.509,-24.578,13.532,13.609,552.724,592.163,99.932,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:48Z
macos-coreaudio-events,macOS CoreAudio event sounds,macOS CoreAudioイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/macos,,,end_record,ui_feedback,system/end_record.caf,6cba6b545682ecf905b1c81c6b2cd858dd8436cb31f2dde40cc823ba1743df8e,0.427007,44100,1,-33.1,-32.2,,,-18.0,-18.001,-32.664,-29.785,14.664,14.664,1119.779,1173.56,99.999,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:48Z
macos-coreaudio-events,macOS CoreAudio event sounds,macOS CoreAudioイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/macos,,,Grab,ui_feedback,system/Grab.aif,b81ab305c54039dbdb7ab400a5e1a542b45ac16f3e3a04e4b4dee321456f8ddd,0.492744,44100,2,-30.7,-28.1,,,-12.4,-12.561,-34.786,-33.659,22.225,22.386,5059.727,1884.155,75.918,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:48Z
macos-coreaudio-events,macOS CoreAudio event sounds,macOS CoreAudioイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/macos,,,head_gestures_double_nod,ui_feedback,system/head_gestures_double_nod.caf,49f1fa47f7b19d9d258caa134460a3a94d22ea8d84e53545d3c705871f41d846,1.365333,48000,2,-25.3,-22.5,,,-8.6,-8.57,-30.085,-27.764,21.515,21.485,555.905,527.344,99.597,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:48Z
macos-coreaudio-events,macOS CoreAudio event sounds,macOS CoreAudioイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/macos,,,head_gestures_double_shake,ui_feedback,system/head_gestures_double_shake.caf,650ae0cd514ad76e7127480442195ef3543f37262dd47c6fe92506b3f90336d6,1.247812,48000,2,-20.6,-17.9,,,-7.7,-7.726,-24.909,-23.033,17.183,17.209,270.906,257.812,99.299,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:48Z
macos-coreaudio-events,macOS CoreAudio event sounds,macOS CoreAudioイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/macos,,,head_gestures_partial_nod,ui_feedback,system/head_gestures_partial_nod.caf,e7c9762e32e775b9e2abb749b2cff9ebd7e17c288d2d905b7e2d4d8d093152f8,0.147604,48000,1,-35.5,-35.5,,,-14.3,-14.353,-30.487,-27.827,16.134,16.187,392.875,386.719,99.895,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:48Z
macos-coreaudio-events,macOS CoreAudio event sounds,macOS CoreAudioイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/macos,,,head_gestures_partial_shake,ui_feedback,system/head_gestures_partial_shake.caf,ec2456d589ce5eee0d3aee1c9b8654781aee79255b0c7ebd18ed089e828ccf70,0.125667,48000,1,-31.9,-31.9,,,-10.8,-10.755,-26.095,-24.645,15.34,15.295,330.977,328.125,99.678,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:48Z
macos-coreaudio-events,macOS CoreAudio event sounds,macOS CoreAudioイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/macos,,,Media Keys,ui_feedback,system/Media Keys.aif,b34fda90568997b184168d9a51f992a5a848214330b6c288745aaba1fcba89a2,0.382426,44100,1,-31.2,-31.2,,,-7.0,-7.0,-30.404,-19.35,23.404,23.404,517.494,495.264,99.607,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:48Z
macos-coreaudio-events,macOS CoreAudio event sounds,macOS CoreAudioイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/macos,,,media_handoff,ui_feedback,system/media_handoff.caf,8bd142608704c9486d1ea753c272d68181301bc27fb08e77eec9c10115462502,0.979167,48000,2,-24.2,-23.2,,,-5.0,-4.957,-29.977,-26.97,25.02,24.977,975.139,1042.969,98.867,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:48Z
macos-coreaudio-events,macOS CoreAudio event sounds,macOS CoreAudioイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/macos,,,media_paused,ui_feedback,system/media_paused.caf,361b4cd31cb28d8449732eb288f989fbec9b911dc66c43a25b10877bd840671c,0.590917,48000,2,-20.8,-19.3,,,-9.1,-9.124,-23.126,-19.39,14.002,14.026,261.412,257.812,98.965,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:48Z
macos-coreaudio-events,macOS CoreAudio event sounds,macOS CoreAudioイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/macos,,,mic_mute,call_state,system/mic_mute.caf,855ec0ac42a147aa43b635f7fd30acb09d4b0c77f8f6348c125a04a9d46f4fe4,0.393979,48000,2,-26.6,-25.6,,,-11.9,-11.927,-28.002,-27.099,16.075,16.102,546.095,527.344,99.996,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:48Z
macos-coreaudio-events,macOS CoreAudio event sounds,macOS CoreAudioイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/macos,,,mic_unmute,call_state,system/mic_unmute.caf,ea017aa4b02bfc23282752f73d9045cb8010ebe8746ac48e5fe888417e192f13,0.290708,48000,2,-27.9,-27.9,,,-12.9,-12.918,-29.185,-27.975,16.267,16.285,746.901,703.125,99.99,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:48Z
macos-coreaudio-events,macOS CoreAudio event sounds,macOS CoreAudioイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/macos,,,mic_unmute_fail,call_state,system/mic_unmute_fail.caf,93ffc9916fff779ff04d26d351685c11457e2a3b19d0aba5d1f8a8b11a0d10ab,0.345941,44100,1,-18.4,-16.6,,,-4.8,-4.801,-15.092,-14.888,10.291,10.292,220.298,215.332,91.857,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:49Z
macos-coreaudio-events,macOS CoreAudio event sounds,macOS CoreAudioイベント音,Apple,26.6.1,26.6.1,25G76,2026-08-09T05:11:22Z,local_installation,https://support.apple.com/macos,,,payment_failure,error,system/payment_failure.aif,1e21871cc30bb9c002979b51e9c49ca6d3c0ec05b344c0ed44a20eb273b5ae5f,2.187211,44100,1,-23.8,-22.3,,,-6.0,-6.02,-30.101,-24.964,24.082,24.101,1140.028,1421.191,99.991,notification-sound-db-bs1770-v1,ffmpeg version 8.1.2 Copyright (c) 2000-2026 the FFmpeg developers,2026-08-09T04:57:49Z
